  0.183031484      0.410605460    
  0.366062969      0.820230961    
  0.549094439       1.22887635    
  0.732125938       1.63654184    
  0.915157378       2.04322720    
   1.09818888       2.44893265    
   1.28122044       2.85365844    
   1.46425188       3.25740385    
   1.64728332       3.66016912    
   1.83031476       4.06195450    
   2.01334620       4.46275997    
   2.19637775       4.86258554    
   2.37940907       5.26143074    
   2.56244087       5.65929699    
   2.74547219       6.05618143    
   2.92850375       6.45208740    
   3.11153531       6.84701300    
   3.29456663       7.24095821    
   3.47759819       7.63392401    
   3.66062951       8.02590847    
   3.84366107       8.41691399    
   4.02669239       8.80694008    
   4.20972395       9.19598579    
   4.39275551       9.58405113    
   4.57578707       9.97113705    
   4.75881815       10.3572416    
   4.94184971       10.7423668    
   5.12488174       11.1265135    
   5.30791283       11.5096779    
   5.49094439       11.8918629    
   5.67397594       12.2730694    
   5.85700750       12.6532955    
   6.04003859       13.0325394    
   6.22307062       13.4108067    
   6.40610170       13.7880907    
   6.58913326       14.1643963    
   6.77216482       14.5397224    
   6.95519638       14.9140682    
   7.13822746       15.2874327    
   7.32125902       15.6598167    
   7.50429058       16.0312233    
   7.68732214       16.4016476    
   7.87035322       16.7710953    
   8.05338478       17.1395588    
   8.23641682       17.5070457    
   8.41944790       17.8735504    
   8.60247993       18.2390766    
   8.78551102       18.6036224    
   8.96854210       18.9671860    
   9.15157413       19.3297729    
   9.33460522       19.6913776    
   9.51763630       20.0520020    
   9.70066833       20.4116497    
   9.88369942       20.7703133    
   10.0667315       21.1280003    
   10.2497635       21.4847069    
   10.4327946       21.8404312    
   10.6158257       22.1951771    
   10.7988567       22.5489407    
   10.9818888       22.9017258    
   11.1649208       23.2535343    
   11.3479519       23.6043587    
   11.5309830       23.9542027    
   11.7140150       24.3030701    
   11.8970461       24.6509552    
   12.0800772       24.9978600    
   12.2631083       25.3437843    
   12.4461412       25.6887321    
   12.6291723       26.0326977    
   12.8122034       26.3756828    
   12.9952345       26.7176857    
   13.1782665       27.0587139    
   13.3612976       27.3987579    
   13.5443296       27.7378235    
   13.7273617       28.0759106    
   13.9103928       28.4130154    
   14.0934238       28.7491398    
   14.2764549       29.0842857    
   14.4594860       29.4184494    
   14.6425180       29.7516346    
   14.8255501       30.0838432    
   15.0085812       30.4150677    
   15.1916132       30.7453117    
   15.3746443       31.0745773    
   15.5576754       31.4028625    
   15.7407064       31.7301712    
   15.9237394       32.0564957    
   16.1067696       32.3818398    
   16.2898026       32.7062073    
   16.4728336       33.0295944    
   16.6558647       33.3519974    
   16.8388958       33.6734238    
   17.0219288       33.9938698    
   17.2049599       34.3133354    
   17.3879910       34.6318207    
   17.5710220       34.9493256    
   17.7540531       35.2658501    
   17.9370842       35.5813942    
   18.1201153       35.8959579    
   18.3031483       36.2095451    
   18.4861794       36.5221519    
   18.6692104       36.8337746    
   18.8522415       37.1444206    
   19.0352726       37.4540863    
   19.2183056       37.7627754    
   19.4013367       38.0704803    
   19.5843678       38.3772049    
   19.7673988       38.6829491    
   19.9504318       38.9877167    
   20.1334629       39.2915001    
   20.3164940       39.5943069    
   20.4995270       39.8961334    
   20.6825581       40.1969795    
   20.8655891       40.4968414    
   21.0486202       40.7957268    
   21.2316513       41.0936317    
   21.4146824       41.3905563    
   21.5977135       41.6865005    
   21.7807446       41.9814682    
   21.9637775       42.2754517    
   22.1468086       42.5684586    
   22.3298416       42.8604889    
   22.5128727       43.1515312    
   22.6959038       43.4415970    
   22.8789349       43.7306824    
   23.0619659       44.0187874    
   23.2449970       44.3059120    
   23.4280300       44.5920601    
   23.6110611       44.8772240    
   23.7940922       45.1614113    
   23.9771233       45.4446144    
   24.1601543       45.7268372    
   24.3431854       46.0080833    
   24.5262165       46.2883492    
   24.7092514       46.5676422    
   24.8922825       46.8459473    
   25.0753136       47.1232681    
   25.2583447       47.3996124    
   25.4413757       47.6749802    
   25.6244068       47.9493637    
   25.8074379       48.2227707    
   25.9904690       48.4951935    
   26.1735020       48.7666397    
   26.3565331       49.0371094    
   26.5395641       49.3065910    
   26.7225952       49.5750961    
   26.9056263       49.8426208    
   27.0886593       50.1091690    
   27.2716904       50.3747330    
   27.4547234       50.6393204    
