104.05,24.26,-0.09,288.71,,
103.99,24.26,-0.09,288.73,,
103.98,24.26,-0.1,288.75,,
103.94,24.26,-0.1,288.77,,
103.92,24.26,-0.1,288.79,,
103.88,24.26,-0.11,288.81,,
103.86,24.26,-0.11,288.83,,
103.83,24.26,-0.11,288.85,,
103.81,24.26,-0.11,288.88,,
103.79,24.26,-0.11,288.90,,
103.8,24.26,-0.11,288.92,,
105.53,23.97,0.06,288.94,,
107.19,23.68,0.23,288.96,,
108.98,23.97,0.4,288.98,,
110.49,23.87,0.55,289.00,,
110.85,23.87,0.59,289.02,,
110.1,23.97,0.51,289.04,,
108.93,24.06,0.4,289.06,,
107.65,24.06,0.27,289.08,,
106.39,24.06,0.15,289.10,,
104.8,24.06,-0.01,289.13,,
104.69,24.26,-0.03,289.15,,
104.53,24.16,-0.04,289.17,,
104.48,24.16,-0.05,289.19,,
104.42,24.16,-0.05,289.21,,
104.38,24.16,-0.06,289.23,,
104.33,24.16,-0.06,289.25,,
104.31,24.16,-0.06,289.27,,
104.3,24.16,-0.06,289.29,,
104.28,24.16,-0.07,289.31,,
104.28,24.16,-0.07,289.33,,
104.25,24.16,-0.07,289.35,,
104.24,24.16,-0.07,289.38,,
104.16,24.16,-0.08,289.40,,
104.13,24.16,-0.08,289.42,,
105.31,24.16,0.04,289.44,,
107.25,23.87,0.23,289.46,,
109.19,24.16,0.42,289.48,,
111.11,23.68,0.62,289.50,,
112.14,23.77,0.72,289.52,,
111.62,23.97,0.67,289.54,,
110.2,24.06,0.52,289.56,,
108.7,23.97,0.38,289.58,,
107.28,23.97,0.23,289.60,,
105.95,23.97,0.1,289.63,,
104.89,24.16,0,289.65,,
104.7,24.16,-0.02,289.67,,
104.59,24.06,-0.04,289.69,,
104.47,24.06,-0.05,289.71,,
104.42,24.06,-0.05,289.73,,
104.36,24.16,-0.06,289.75,,
104.28,24.16,-0.07,289.77,,
104.27,24.06,-0.07,289.79,,
104.22,24.06,-0.07,289.81,,
104.18,24.06,-0.08,289.83,,
104.15,24.06,-0.08,289.85,,
104.1,24.06,-0.08,289.88,,
104.09,24.06,-0.08,289.90,,
104.05,24.06,-0.09,289.92,,
104.03,24.06,-0.09,289.94,,
105.25,24.06,0.03,289.96,,
107.33,23.29,0.24,289.98,,
109.52,23.29,0.46,290.00,,
111.62,23.1,0.67,290.02,,
112.63,23,0.77,290.04,,
112.17,23.1,0.72,290.06,,
110.82,23.2,0.59,290.08,,
109.38,23.29,0.44,290.10,,
107.95,23.39,0.3,290.13,,
106.57,23.2,0.16,290.15,,
104.92,23.29,0,290.17,,
104.78,23.29,-0.02,290.19,,
104.67,23.2,-0.03,290.21,,
104.58,23.2,-0.04,290.23,,
104.54,23.39,-0.04,290.25,,
104.48,23.68,-0.05,290.27,,
104.43,23.68,-0.05,290.29,,
104.38,23.48,-0.06,290.31,,
104.36,23.48,-0.06,290.33,,
104.31,23.39,-0.06,290.35,,
104.27,23.39,-0.07,290.38,,
104.23,23.39,-0.07,290.40,,
104.15,23.29,-0.08,290.42,,
104.1,23.29,-0.08,290.44,,
104.13,23.29,-0.08,290.46,,
106.66,23.29,0.17,290.48,,
108.49,23.39,0.35,290.50,,
110.39,23.68,0.54,290.52,,
111.42,23,0.65,290.54,,
110.86,23,0.59,290.56,,
109.45,23.1,0.45,290.58,,
108.07,23.29,0.31,290.60,,
106.71,23.48,0.18,290.63,,
105.3,23.39,0.04,290.65,,
104.6,23.48,-0.03,290.67,,
104.42,23.39,-0.05,290.69,,
104.32,23.39,-0.06,290.71,,
104.22,23.39,-0.07,290.73,,
104.21,23.48,-0.07,290.75,,
104.15,23.48,-0.08,290.77,,
104.09,23.48,-0.08,290.79,,
104.03,23.58,-0.09,290.81,,
103.98,23.58,-0.1,290.83,,
103.93,23.58,-0.1,290.85,,
103.88,23.58,-0.11,290.88,,
103.85,23.58,-0.11,290.90,,
103.8,23.48,-0.11,290.92,,
103.76,23.48,-0.12,290.94,,
103.7,23.48,-0.12,290.96,,
105.16,23.29,0.02,290.98,,
107.39,22.53,0.25,291.00,,
109.99,23,0.5,291.02,,
112.47,22.62,0.75,291.04,,
113.79,22.72,0.88,291.06,,
113.42,22.91,0.84,291.08,,
111.94,22.91,0.7,291.10,,
110.33,23,0.54,291.13,,
108.79,23,0.38,291.15,,
107.32,23.1,0.24,291.17,,
106,23,0.11,291.19,,
104.8,23.1,-0.01,291.21,,
104.58,23,-0.04,291.23,,
104.46,23,-0.05,291.25,,
104.42,23,-0.05,291.27,,
104.37,23,-0.06,291.29,,
104.35,22.91,-0.06,291.31,,
104.32,22.91,-0.06,291.33,,
104.31,22.91,-0.06,291.35,,
104.23,22.91,-0.07,291.38,,
104.19,22.91,-0.07,291.40,,
104.15,23,-0.08,291.42,,
104.09,22.91,-0.08,291.44,,
104.03,22.91,-0.09,291.46,,
104.1,22.91,-0.08,291.48,,
106.43,23.2,0.15,291.50,,
108.12,23.1,0.32,291.52,,
109.86,23.39,0.49,291.54,,
110.98,22.91,0.6,291.56,,
110.51,22.81,0.56,291.58,,
109.12,22.81,0.42,291.60,,
107.7,22.91,0.28,291.63,,
106.39,23.1,0.15,291.65,,
104.84,23.2,-0.01,291.67,,
104.55,23.1,-0.04,291.69,,
104.38,23.1,-0.06,291.71,,
104.32,23.2,-0.06,291.73,,
104.24,23.2,-0.07,291.75,,
104.18,23.29,-0.08,291.77,,
104.21,23.29,-0.07,291.79,,
104.16,23.39,-0.08,291.81,,
104.13,23.58,-0.08,291.83,,
104.07,23.77,-0.09,291.85,,
104.03,23.77,-0.09,291.88,,
104.01,23.77,-0.09,291.90,,
103.95,23.77,-0.1,291.92,,
103.9,23.68,-0.1,291.94,,
103.85,23.58,-0.11,291.96,,
103.82,23.58,-0.11,291.98,,
104,23.48,-0.09,292.00,,
107.14,22.24,0.22,292.02,,
109.76,22.62,0.48,292.04,,
112.43,22.72,0.75,292.06,,
113.97,22.53,0.9,292.08,,
113.87,22.62,0.89,292.10,,
112.46,22.72,0.75,292.13,,
110.83,22.72,0.59,292.15,,
109.3,22.81,0.44,292.17,,
107.78,22.81,0.28,292.19,,
106.41,22.91,0.15,292.21,,
104.79,22.91,-0.02,292.23,,
104.65,22.91,-0.03,292.25,,
104.54,23,-0.04,292.27,,
104.48,22.91,-0.05,292.29,,
104.44,22.81,-0.05,292.31,,
104.41,22.72,-0.05,292.33,,
104.38,22.81,-0.06,292.35,,
104.34,22.72,-0.06,292.38,,
104.32,22.62,-0.06,292.40,,
104.25,22.72,-0.07,292.42,,
104.19,22.91,-0.07,292.44,,
104.15,23,-0.08,292.46,,
104.08,23.1,-0.09,292.48,,
104.05,23.1,-0.09,292.50,,
105.84,23.2,0.09,292.52,,
107.18,23.1,0.22,292.54,,
108.6,23.1,0.37,292.56,,
109.38,23,0.44,292.58,,
108.96,22.91,0.4,292.60,,
107.79,23,0.28,292.63,,
106.56,23,0.16,292.65,,
105.16,23,0.02,292.67,,
104.6,23.2,-0.03,292.69,,
104.41,23.2,-0.05,292.71,,
104.34,23.29,-0.06,292.73,,
104.27,23.39,-0.07,292.75,,
104.22,23.48,-0.07,292.77,,
104.17,23.48,-0.08,292.79,,
104.15,23.39,-0.08,292.81,,
104.09,23.39,-0.08,292.83,,
104.06,23.29,-0.09,292.85,,
104.02,23.29,-0.09,292.88,,
103.96,23.29,-0.1,292.90,,
103.93,23.2,-0.1,292.92,,
103.88,23.2,-0.11,292.94,,
103.82,23.2,-0.11,292.96,,
103.75,23.2,-0.12,292.98,,
103.71,23.2,-0.12,293.00,,
103.77,23.2,-0.12,293.02,,
106.74,22.24,0.18,293.04,,
109.1,22.53,0.42,293.06,,
111.61,22.81,0.66,293.08,,
113.12,22.62,0.81,293.10,,
113.06,22.81,0.81,293.13,,
111.77,22.91,0.68,293.15,,
110.27,22.91,0.53,293.17,,
108.83,23,0.39,293.19,,
107.41,23,0.25,293.21,,
106.08,23,0.11,293.23,,
104.65,23,-0.03,293.25,,
104.49,22.91,-0.04,293.27,,
104.42,23,-0.05,293.29,,
104.37,23,-0.06,293.31,,
104.33,23,-0.06,293.33,,
104.28,23.1,-0.07,293.35,,
104.28,23.1,-0.07,293.38,,
104.2,23.1,-0.07,293.40,,
104.15,23.2,-0.08,293.42,,
104.04,23.2,-0.09,293.44,,
103.99,23.2,-0.09,293.46,,
103.91,23.2,-0.1,293.48,,
103.85,23.2,-0.11,293.50,,
103.8,23.2,-0.11,293.52,,
105.26,23.29,0.03,293.54,,
106.45,23.2,0.15,293.56,,
107.5,23.2,0.26,293.58,,
108.15,23.1,0.32,293.60,,
107.7,23.1,0.28,293.63,,
106.64,23.2,0.17,293.65,,
105.41,23.2,0.05,293.67,,
104.44,23.29,-0.05,293.69,,
104.26,23.29,-0.07,293.71,,
104.14,23.39,-0.08,293.73,,
104.06,23.39,-0.09,293.75,,
103.98,23.29,-0.1,293.77,,
103.95,23.29,-0.1,293.79,,
103.88,23.29,-0.11,293.81,,
103.86,23.39,-0.11,293.83,,
103.81,23.39,-0.11,293.85,,
103.76,23.39,-0.12,293.88,,
103.72,23.39,-0.12,293.90,,
103.7,23.39,-0.12,293.92,,
103.66,23.39,-0.13,293.94,,
103.6,23.39,-0.13,293.96,,
103.57,23.39,-0.14,293.98,,
103.53,23.39,-0.14,294.00,,
103.51,23.39,-0.14,294.02,,
103.53,23.39,-0.14,294.04,,
106.03,22.14,0.11,294.06,,
107.91,22.33,0.3,294.08,,
110.09,22.72,0.51,294.10,,
111.78,22.53,0.68,294.13,,
112.06,22.72,0.71,294.15,,
111.06,22.81,0.61,294.17,,
109.63,22.91,0.47,294.19,,
108.24,23,0.33,294.21,,
106.86,23,0.19,294.23,,
105.59,23,0.07,294.25,,
104.64,22.91,-0.03,294.27,,
104.46,22.91,-0.05,294.29,,
104.4,22.81,-0.05,294.31,,
104.35,22.81,-0.06,294.33,,
104.27,22.72,-0.07,294.35,,
104.25,22.81,-0.07,294.38,,
104.2,23,-0.07,294.40,,
104.14,23.1,-0.08,294.42,,
104.08,23,-0.09,294.44,,
104.03,23,-0.09,294.46,,
103.92,23,-0.1,294.48,,
103.84,23.1,-0.11,294.50,,
103.77,23.2,-0.12,294.52,,
103.72,23.2,-0.12,294.54,,
103.97,23.39,-0.1,294.56,,
105.36,23.1,0.04,294.58,,
106.09,23.2,0.12,294.60,,
106.39,23.2,0.15,294.63,,
105.89,23.1,0.1,294.65,,
104.56,23.2,-0.04,294.67,,
104.33,23.2,-0.06,294.69,,
104.21,23.29,-0.07,294.71,,
104.15,23.29,-0.08,294.73,,
104.05,23.39,-0.09,294.75,,
103.99,23.29,-0.09,294.77,,
103.94,23.29,-0.1,294.79,,
103.9,23.29,-0.1,294.81,,
103.88,23.29,-0.11,294.83,,
103.84,23.29,-0.11,294.85,,
103.82,23.29,-0.11,294.88,,
103.78,23.29,-0.12,294.90,,
103.72,23.29,-0.12,294.92,,
103.71,23.29,-0.12,294.94,,
103.63,23.29,-0.13,294.96,,
103.59,23.29,-0.13,294.98,,
103.55,23.29,-0.14,295.00,,
103.54,23.29,-0.14,295.02,,
103.5,23.29,-0.14,295.04,,
103.5,23.29,-0.14,295.06,,
105.27,22.53,0.03,295.08,,
106.88,21.76,0.19,295.10,,
108.4,22.24,0.35,295.13,,
109.68,22.62,0.47,295.15,,
110.1,22.53,0.51,295.17,,
109.45,22.33,0.45,295.19,,
108.28,22.43,0.33,295.21,,
107.1,22.62,0.22,295.23,,
106.02,22.62,0.11,295.25,,
104.72,22.62,-0.02,295.27,,
104.54,22.53,-0.04,295.29,,
104.46,22.81,-0.05,295.31,,
104.39,23,-0.06,295.33,,
104.31,23.1,-0.06,295.35,,
104.23,23.1,-0.07,295.38,,
104.19,23.2,-0.07,295.40,,
104.12,23.29,-0.08,295.42,,
104.08,23.48,-0.09,295.44,,
104,23.48,-0.09,295.46,,
103.92,23.39,-0.1,295.48,,
103.83,23.39,-0.11,295.50,,
103.71,23.29,-0.12,295.52,,
103.65,23.29,-0.13,295.54,,
103.57,23.2,-0.14,295.56,,
103.57,23.2,-0.14,295.58,,
103.9,23.1,-0.1,295.60,,
104.73,23,-0.02,295.63,,
104.47,23.39,-0.05,295.65,,
104.12,23.29,-0.08,295.67,,
103.88,23.2,-0.11,295.69,,
103.74,23.2,-0.12,295.71,,
103.62,23.2,-0.13,295.73,,
103.56,23.2,-0.14,295.75,,
103.47,23.2,-0.15,295.77,,
103.4,23.2,-0.15,295.79,,
103.35,23.2,-0.16,295.81,,
103.33,23.2,-0.16,295.83,,
103.3,23.29,-0.16,295.85,,
103.27,23.29,-0.17,295.88,,
103.24,23.29,-0.17,295.90,,
103.23,23.29,-0.17,295.92,,
103.21,23.29,-0.17,295.94,,
103.15,23.29,-0.18,295.96,,
103.11,23.29,-0.18,295.98,,
103.07,23.29,-0.19,296.00,,
103.05,23.29,-0.19,296.02,,
102.99,23.29,-0.19,296.04,,
102.95,23.29,-0.2,296.06,,
102.98,23.29,-0.2,296.08,,
103.11,23.29,-0.18,296.10,,
105.54,22.72,0.06,296.13,,
106.73,22.81,0.18,296.15,,
107.81,23.1,0.29,296.17,,
108.35,23.29,0.34,296.19,,
107.7,22.91,0.28,296.21,,
106.79,22.91,0.19,296.23,,
105.87,22.91,0.09,296.25,,
104.63,22.81,-0.03,296.27,,
104.35,23.1,-0.06,296.29,,
104.24,23.2,-0.07,296.31,,
104.19,23.39,-0.08,296.33,,
104.07,23.68,-0.09,296.35,,
104.01,23.68,-0.09,296.38,,
103.97,23.58,-0.1,296.40,,
103.94,23.48,-0.1,296.42,,
103.88,23.39,-0.11,296.44,,
103.82,23.39,-0.11,296.46,,
103.72,23.39,-0.12,296.48,,
103.61,23.39,-0.13,296.50,,
103.53,23.39,-0.14,296.52,,
103.42,23.39,-0.15,296.54,,
103.34,23.39,-0.16,296.56,,
103.32,23.39,-0.16,296.58,,
103.28,23.39,-0.16,296.60,,
103.27,23.39,-0.17,296.63,,
103.36,23.39,-0.16,296.65,,
103.38,23.39,-0.16,296.67,,
103.29,23.39,-0.16,296.69,,
103.22,23.39,-0.17,296.71,,
103.16,23.39,-0.18,296.73,,
103.12,23.39,-0.18,296.75,,
103.06,23.39,-0.19,296.77,,
103.04,23.39,-0.19,296.79,,
103.04,23.39,-0.19,296.81,,
103.01,23.39,-0.19,296.83,,
102.99,23.39,-0.19,296.85,,
102.98,23.39,-0.2,296.88,,
102.96,23.39,-0.2,296.90,,
102.94,23.39,-0.2,296.92,,
102.89,23.48,-0.2,296.94,,
102.87,23.39,-0.21,296.96,,
102.83,23.39,-0.21,296.98,,
102.82,23.39,-0.21,297.00,,
102.78,23.39,-0.21,297.02,,
102.76,23.39,-0.22,297.04,,
102.74,23.39,-0.22,297.06,,
102.71,23.39,-0.22,297.08,,
102.66,23.39,-0.23,297.10,,
102.7,23.39,-0.22,297.13,,
103.5,23.48,-0.14,297.15,,
105.52,21.76,0.06,297.17,,
106.33,22.33,0.14,297.19,,
106.82,22.53,0.19,297.21,,
106.44,23,0.15,297.23,,
105.74,23,0.08,297.25,,
104.75,23,-0.02,297.27,,
104.49,23.48,-0.04,297.29,,
104.31,23.39,-0.06,297.31,,
104.26,23.39,-0.07,297.33,,
104.22,23.2,-0.07,297.35,,
104.19,23.2,-0.07,297.38,,
104.13,23.2,-0.08,297.40,,
104.05,23.2,-0.09,297.42,,
103.97,23.2,-0.1,297.44,,
103.88,23.2,-0.11,297.46,,
103.79,23.2,-0.11,297.48,,
103.67,23.2,-0.13,297.50,,
103.55,23.2,-0.14,297.52,,
103.43,23.2,-0.15,297.54,,
103.36,23.2,-0.16,297.56,,
103.3,23.29,-0.16,297.58,,
103.28,23.29,-0.17,297.60,,
103.26,23.29,-0.17,297.63,,
103.28,23.29,-0.17,297.65,,
103.23,23.29,-0.17,297.67,,
103.22,23.29,-0.17,297.69,,
103.19,23.29,-0.17,297.71,,
103.19,23.29,-0.17,297.73,,
103.17,23.39,-0.18,297.75,,
103.16,23.39,-0.18,297.77,,
103.16,23.39,-0.18,297.79,,
103.15,23.39,-0.18,297.81,,
103.12,23.39,-0.18,297.83,,
103.1,23.48,-0.18,297.85,,
103.06,23.48,-0.19,297.88,,
103.08,23.48,-0.19,297.90,,
103.06,23.48,-0.19,297.92,,
103.04,23.58,-0.19,297.94,,
103,23.58,-0.19,297.96,,
102.98,23.58,-0.19,297.98,,
102.94,23.48,-0.2,298.00,,
102.88,23.48,-0.2,298.02,,
102.87,23.39,-0.21,298.04,,
102.84,23.39,-0.21,298.06,,
102.82,23.39,-0.21,298.08,,
102.78,23.39,-0.21,298.10,,
102.79,23.39,-0.21,298.13,,
102.79,23.39,-0.21,298.15,,
102.84,23.39,-0.21,298.17,,
103,23.58,-0.19,298.19,,
103.43,23.48,-0.15,298.21,,
103.84,23.39,-0.11,298.23,,
104.23,23.1,-0.07,298.25,,
104.16,23.1,-0.08,298.27,,
103.95,23.1,-0.1,298.29,,
103.81,23.1,-0.11,298.31,,
103.73,23.29,-0.12,298.33,,
103.67,23.29,-0.13,298.35,,
103.65,23.39,-0.13,298.38,,
103.61,23.39,-0.13,298.40,,
103.54,23.39,-0.14,298.42,,
103.48,23.39,-0.15,298.44,,
103.37,23.39,-0.16,298.46,,
103.26,23.48,-0.17,298.48,,
103.21,23.48,-0.17,298.50,,
103.09,23.48,-0.18,298.52,,
102.98,23.48,-0.2,298.54,,
102.87,23.48,-0.21,298.56,,
102.78,23.48,-0.21,298.58,,
102.75,23.48,-0.22,298.60,,
102.72,23.48,-0.22,298.63,,
102.7,23.48,-0.22,298.65,,
102.67,23.48,-0.23,298.67,,
102.65,23.48,-0.23,298.69,,
102.65,23.48,-0.23,298.71,,
102.64,23.48,-0.23,298.73,,
102.65,23.48,-0.23,298.75,,
102.65,23.48,-0.23,298.77,,
102.62,23.48,-0.23,298.79,,
102.6,23.58,-0.23,298.81,,
102.61,23.48,-0.23,298.83,,
102.61,23.58,-0.23,298.85,,
102.57,23.58,-0.24,298.88,,
102.58,23.58,-0.24,298.90,,
102.58,23.58,-0.24,298.92,,
102.55,23.58,-0.24,298.94,,
102.54,23.58,-0.24,298.96,,
102.5,23.58,-0.24,298.98,,
102.46,23.58,-0.25,299.00,,
102.44,23.58,-0.25,299.02,,
102.41,23.58,-0.25,299.04,,
102.42,23.58,-0.25,299.06,,
102.39,23.58,-0.25,299.08,,
102.36,23.58,-0.26,299.10,,
102.36,23.58,-0.26,299.13,,
102.36,23.58,-0.26,299.15,,
102.32,23.58,-0.26,299.17,,
102.33,23.58,-0.26,299.19,,
102.43,23.48,-0.25,299.21,,
102.52,23.58,-0.24,299.23,,
102.6,23.48,-0.23,299.25,,
102.71,23.48,-0.22,299.27,,
102.92,23.48,-0.2,299.29,,
103.04,23.39,-0.19,299.31,,
103.1,23.39,-0.18,299.33,,
103.1,23.39,-0.18,299.35,,
103.11,23.39,-0.18,299.38,,
103.1,23.39,-0.18,299.40,,
103.04,23.39,-0.19,299.42,,
102.96,23.39,-0.2,299.44,,
102.87,23.39,-0.21,299.46,,
102.81,23.39,-0.21,299.48,,
102.7,23.39,-0.22,299.50,,
102.56,23.39,-0.24,299.52,,
102.44,23.39,-0.25,299.54,,
102.32,23.39,-0.26,299.56,,
102.39,23.48,-0.25,299.58,,
102.25,23.48,-0.27,299.60,,
102.16,23.48,-0.28,299.63,,
102.18,23.48,-0.27,299.65,,
103.82,24.06,-0.15,299.67,,
103.61,23.48,-0.17,299.69,,
103.61,23.48,-0.17,299.71,,
103.58,23.48,-0.17,299.73,,
103.58,23.48,-0.17,299.75,,
103.55,23.48,-0.18,299.77,,
103.55,23.48,-0.18,299.79,,
103.55,23.48,-0.18,299.81,,
103.53,23.48,-0.18,299.83,,
103.52,23.48,-0.18,299.85,,
103.49,23.58,-0.18,299.88,,
103.48,23.58,-0.18,299.90,,
103.49,23.58,-0.18,299.92,,
103.44,23.58,-0.19,299.94,,
103.43,23.58,-0.19,299.96,,
103.4,23.58,-0.19,299.98,,
103.36,23.58,-0.2,300.00,,
103.31,23.58,-0.2,300.02,,
103.29,23.58,-0.2,300.04,,
103.24,23.58,-0.21,300.06,,
103.22,23.58,-0.21,300.08,,
103.16,23.58,-0.22,300.10,,
103.14,23.58,-0.22,300.13,,
103.15,23.58,-0.22,300.15,,
103.1,23.58,-0.22,300.17,,
103.09,23.58,-0.22,300.19,,
103.09,23.58,-0.22,300.21,,
103.09,23.58,-0.22,300.23,,
103.13,23.58,-0.22,300.25,,
103.18,23.58,-0.21,300.27,,
103.27,23.58,-0.2,300.29,,
103.41,23.48,-0.19,300.31,,
103.52,23.48,-0.18,300.33,,
103.78,23.48,-0.15,300.35,,
104.21,23.39,-0.11,300.38,,
104.29,23.29,-0.1,300.40,,
104.32,23.29,-0.1,300.42,,
104.31,23.29,-0.1,300.44,,
104.34,23.29,-0.1,300.46,,
104.2,23.29,-0.11,300.48,,
104.09,23.29,-0.12,300.50,,
103.92,23.29,-0.14,300.52,,
103.78,23.29,-0.15,300.54,,
103.63,23.29,-0.17,300.56,,
103.47,23.39,-0.19,300.58,,
103.34,23.39,-0.2,300.60,,
103.22,23.39,-0.21,300.63,,
103.11,23.39,-0.22,300.65,,
103.03,23.39,-0.23,300.67,,
102.96,23.39,-0.24,300.69,,
102.89,23.39,-0.24,300.71,,
102.83,23.39,-0.25,300.73,,
102.81,23.48,-0.25,300.75,,
102.82,23.48,-0.25,300.77,,
102.82,23.48,-0.25,300.79,,
102.81,23.48,-0.25,300.81,,
102.81,23.48,-0.25,300.83,,
102.81,23.48,-0.25,300.85,,
102.83,23.48,-0.25,300.88,,
102.87,23.48,-0.25,300.90,,
102.88,23.48,-0.24,300.92,,
102.88,23.48,-0.24,300.94,,
102.88,23.48,-0.24,300.96,,
102.89,23.48,-0.24,300.98,,
102.87,23.48,-0.25,301.00,,
102.82,23.48,-0.25,301.02,,
102.82,23.48,-0.25,301.04,,
102.78,23.48,-0.25,301.06,,
102.77,23.48,-0.25,301.08,,
102.77,23.48,-0.25,301.10,,
102.73,23.48,-0.26,301.13,,
102.72,23.48,-0.26,301.15,,
102.72,23.48,-0.26,301.17,,
102.73,23.48,-0.26,301.19,,
102.73,23.48,-0.26,301.21,,
102.75,23.48,-0.26,301.23,,
102.76,23.48,-0.26,301.25,,
102.78,23.48,-0.25,301.27,,
102.88,23.48,-0.24,301.29,,
102.98,23.48,-0.23,301.31,,
103.09,23.48,-0.22,301.33,,
103.26,23.39,-0.21,301.35,,
103.67,23.39,-0.17,301.38,,
104.96,23.29,-0.04,301.40,,
106.62,21.86,0.13,301.42,,
106.54,21.86,0.12,301.44,,
105.7,21.86,0.04,301.46,,
105.42,22.24,0.01,301.48,,
105.24,22.33,-0.01,301.50,,
105.02,22.43,-0.03,301.52,,
104.87,22.53,-0.05,301.54,,
104.68,22.62,-0.06,301.56,,
104.5,22.72,-0.08,301.58,,
104.39,22.72,-0.09,301.60,,
104.29,22.81,-0.1,301.63,,
104.14,22.81,-0.12,301.65,,
104.08,22.91,-0.12,301.67,,
104.02,22.91,-0.13,301.69,,
103.93,22.91,-0.14,301.71,,
103.89,23,-0.14,301.73,,
103.82,23,-0.15,301.75,,
103.75,23,-0.16,301.77,,
103.73,23,-0.16,301.79,,
103.69,23.1,-0.16,301.81,,
103.68,23.1,-0.16,301.83,,
103.68,23.1,-0.16,301.85,,
103.67,23.1,-0.17,301.88,,
103.69,23.1,-0.16,301.90,,
103.72,23.1,-0.16,301.92,,
103.77,23.1,-0.16,301.94,,
103.78,23.1,-0.15,301.96,,
103.77,23.1,-0.16,301.98,,
103.75,23.1,-0.16,302.00,,
103.72,23.1,-0.16,302.02,,
103.69,23.1,-0.16,302.04,,
103.66,23.1,-0.17,302.06,,
103.59,23.1,-0.17,302.08,,
103.51,23.1,-0.18,302.10,,
103.42,23.1,-0.19,302.13,,
103.38,23.2,-0.19,302.15,,
103.35,23.2,-0.2,302.17,,
103.3,23.2,-0.2,302.19,,
103.3,23.2,-0.2,302.21,,
103.25,23.2,-0.21,302.23,,
103.25,23.2,-0.21,302.25,,
103.24,23.2,-0.21,302.27,,
103.23,23.2,-0.21,302.29,,
103.23,23.2,-0.21,302.31,,
103.25,23.2,-0.21,302.33,,
103.34,23.2,-0.2,302.35,,
103.54,23.2,-0.18,302.38,,
106.42,22.62,0.11,302.40,,
107.23,21.57,0.19,302.42,,
107.74,21.95,0.24,302.44,,
107.85,22.05,0.25,302.46,,
107.63,21.95,0.23,302.48,,
106.65,22.05,0.13,302.50,,
105.99,22.33,0.07,302.52,,
105.74,22.43,0.04,302.54,,
105.6,22.53,0.03,302.56,,
105.48,22.62,0.02,302.58,,
105.41,22.62,0.01,302.60,,
