    0.0000    0.0000
    0.3182    0.3182
    0.9521    0.9501
    1.8975    1.8867
    3.1473    3.1131
    4.6921    4.6092
    6.5198    6.3502
    8.6166    8.3069
   10.9670   10.4464
   13.5539   12.7330
   16.3594   15.1285
   19.3650   17.5927
   22.5517   20.0846
   25.9008   22.5618
   29.3939   24.9817
   33.0129   27.3011
   36.7409   29.4764
   40.5616   31.4635
   44.4599   33.2175
   48.4217   34.6924
   52.4341   35.8405
   56.4854   36.6120
   60.5648   36.9540
   64.6628   36.8096
   68.7709   36.1168
   72.8814   34.8070
   76.9875   32.8029
   81.0835   30.0167
   85.1641   26.3467
   89.2250   21.6732
   93.2621   15.8536
   97.2722    8.7145
  101.2526    0.0424
  105.2008  -10.4319
